"id";"category_id";"locale";"slug";"name";"created_at";"updated_at"
;49;"fr";;"Gouvernance,";2023-06-05 00:00:00;2023-09-07 10:39:19
;50;"fr";;"Construction";2023-06-05 00:00:00;2023-09-07 10:39:19
;51;"fr";;"Amélioration de l'habitat";2023-06-05 00:00:00;2023-09-07 10:39:19
;52;"fr";;"Peinture (Artisanat)";2023-06-05 00:00:00;2023-09-07 10:39:19
;53;"fr";;"Travail du Métal";2023-06-05 00:00:00;2023-09-07 10:39:19
;54;"fr";;"Plomberie";2023-06-05 00:00:00;2023-09-07 10:39:19
;55;"fr";;"Travail du bois,";2023-06-05 00:00:00;2023-09-07 10:39:19
;56;"fr";;"Événements culinaires,";2023-06-05 00:00:00;2023-09-07 10:39:19
;57;"fr";;"Préparation de nourriture / boissons,";2023-06-05 00:00:00;2023-09-07 10:39:19
;58;"fr";;"Service de restaurant,";2023-06-05 00:00:00;2023-09-07 10:39:19
;59;"fr";;"Acte,";2023-06-05 00:00:00;2023-09-07 10:39:19
;60;"fr";;"Art & Créativité,";2023-06-05 00:00:00;2023-09-07 10:39:19
;61;"fr";;"Danse,";2023-06-05 00:00:00;2023-09-07 10:39:19
;62;"fr";;"Design & Architecture,";2023-06-05 00:00:00;2023-09-07 10:39:19
;63;"fr";;"Littérature & Poésie,";2023-06-05 00:00:00;2023-09-07 10:39:19
;64;"fr";;"Musique,";2023-06-05 00:00:00;2023-09-07 10:39:19
;65;"fr";;"Vidéo & Photographie,";2023-06-05 00:00:00;2023-09-07 10:39:19
;66;"fr";;"Éducation générale,";2023-06-05 00:00:00;2023-09-07 10:39:19
;67;"fr";;"Éducation primaire,";2023-06-05 00:00:00;2023-09-07 10:39:19
;68;"fr";;"Éducation professionnelle,";2023-06-05 00:00:00;2023-09-07 10:39:19
;69;"fr";;"Éducation secondaire,";2023-06-05 00:00:00;2023-09-07 10:39:19
;70;"fr";;"Éducation universitaire,";2023-06-05 00:00:00;2023-09-07 10:39:19
;71;"fr";;"Divertissements & Performances,";2023-06-05 00:00:00;2023-09-07 10:39:19
;72;"fr";;"Jeux,";2023-06-05 00:00:00;2023-09-07 10:39:19
;73;"fr";;"Nettoyage & Rangement,";2023-06-05 00:00:00;2023-09-07 10:39:19
;74;"fr";;"Courses,";2023-06-05 00:00:00;2023-09-07 10:39:19
;75;"fr";;"Réparations,";2023-06-05 00:00:00;2023-09-07 10:39:19
;76;"fr";;"Comptabilité et administration (à but non lucratif),";2023-06-05 00:00:00;2023-09-07 10:39:19
;77;"fr";;"Organisation d'événements,";2023-06-05 00:00:00;2023-09-07 10:39:19
;78;"fr";;"Finance,";2023-06-05 00:00:00;2023-09-07 10:39:19
;79;"fr";;"Marketing,";2023-06-05 00:00:00;2023-09-07 10:39:19
;80;"fr";;"Gestion de projets,";2023-06-05 00:00:00;2023-09-07 10:39:19
;81;"fr";;"Passe-temps,";2023-06-05 00:00:00;2023-09-07 10:39:19
;82;"fr";;"Sports,";2023-06-05 00:00:00;2023-09-07 10:39:19
;83;"fr";;"Science des données et analyse,";2023-06-05 00:00:00;2023-09-07 10:39:19
;84;"fr";;"Travail de terrain,";2023-06-05 00:00:00;2023-09-07 10:39:19
;85;"fr";;"Philosophie,";2023-06-05 00:00:00;2023-09-07 10:39:19
;86;"fr";;"Recherche & Développement,";2023-06-05 00:00:00;2023-09-07 10:39:19
;87;"fr";;"Automatisation et robotique,";2023-06-05 00:00:00;2023-09-07 10:39:19
;88;"fr";;"Informatique & TI,";2023-06-05 00:00:00;2023-09-07 10:39:19
;89;"fr";;"Électronique,";2023-06-05 00:00:00;2023-09-07 10:39:19
;90;"fr";;"Mécanique,";2023-06-05 00:00:00;2023-09-07 10:39:19
;91;"fr";;"Livraison,";2023-06-05 00:00:00;2023-09-07 10:39:19
;92;"fr";;"Services de chauffeur,";2023-06-05 00:00:00;2023-09-07 10:39:19
;93;"fr";;"Services de déménagement";2023-06-05 00:00:00;2023-09-07 10:39:19
