"id";"category_id";"locale";"slug";"name";"created_at";"updated_at"
;74;"es";;"Recados";2023-06-05 00:00:00;2023-09-07 10:39:18
;75;"es";;"Reparaciones";2023-06-05 00:00:00;2023-09-07 10:39:18
;76;"es";;"Contabilidad y Administración (sin fines de lucro)";2023-06-05 00:00:00;2023-09-07 10:39:18
;77;"es";;"Organización de Eventos";2023-06-05 00:00:00;2023-09-07 10:39:18
;78;"es";;"Finanzas";2023-06-05 00:00:00;2023-09-07 10:39:19
;79;"es";;"Marketing";2023-06-05 00:00:00;2023-09-07 10:39:19
;80;"es";;"Gestión de Proyectos";2023-06-05 00:00:00;2023-09-07 10:39:19
;81;"es";;"Pasatiempo";2023-06-05 00:00:00;2023-09-07 10:39:19
;82;"es";;"Deportes";2023-06-05 00:00:00;2023-09-07 10:39:19
;83;"es";;"Ciencia de Datos y Análisis";2023-06-05 00:00:00;2023-09-07 10:39:19
;84;"es";;"Trabajo de Campo";2023-06-05 00:00:00;2023-09-07 10:39:19
;85;"es";;"Filosofía";2023-06-05 00:00:00;2023-09-07 10:39:19
;86;"es";;"Investigación y Desarrollo";2023-06-05 00:00:00;2023-09-07 10:39:19
;87;"es";;"Automatización y Robótica";2023-06-05 00:00:00;2023-09-07 10:39:19
;88;"es";;"Computadoras e Informática";2023-06-05 00:00:00;2023-09-07 10:39:19
;89;"es";;"Electrónica";2023-06-05 00:00:00;2023-09-07 10:39:19
;90;"es";;"Mecánica";2023-06-05 00:00:00;2023-09-07 10:39:19
;91;"es";;"Entrega";2023-06-05 00:00:00;2023-09-07 10:39:19
;92;"es";;"Servicios de Conductor";2023-06-05 00:00:00;2023-09-07 10:39:19
;93;"es";;"Servicios de Mudanza";2023-06-05 00:00:00;2023-09-07 10:39:19
